State,Location,Address,City,Facility,Hours,Phone.Number,Eligibility,Link,lon,lat,geoAddress
Tennessee,One Stop Family Clinic,2994 S Church St,Murfreesboro,Drive-thru,M-F 8:30-5:30,615-900-4045,call ahead,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-86.4015255,35.786908,"2994 s church st, murfreesboro, tn 37128, usa"
Tennessee,CareNow Urgent Care,3031 Medical Center Parkway Suite B,Murfreesboro,Clinic,"Mon\u2014Fri 8AM\u20147PM, Sat\u2014Sun 8AM\u20145PM",(615) 846-8585,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot,-86.4503177,35.8660571,"3031 medical center pkwy suite b, murfreesboro, tn 37129, usa"
Tennessee,CVS Health COVID-19 Testing Site,4058 Franklin Road,Murfreesboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-86.4695606,35.8448848,"4058 franklin rd, murfreesboro, tn 37128, usa"
Tennessee,Nissan Stadium,1 Titans Way,Nashville,Drive-thru,MWF 9- 3,615-862-7777,need phone screening,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-86.7718613,36.1662408,"lp field, 1 titans way, nashville, tn 37213, usa"
Tennessee,Meharry Medical College,1005 Dr DB Todd Jr Blvd,Nashville,Drive-thru,MWF 9- 3,615-862-7777,need phone screening,https://www.tennessean.com/story/news/health/2020/03/27/nashville-and-meharry-coronavirus-testing-centers-open-next-week/2926480001/,-86.8067051,36.1679485,"1005 dr db todd jr blvd, nashville, tn 37208, usa"
Tennessee,CareNow Urgent Care,1214 Gallatin Ave,Nashville,Clinic,"Mon\u2014Fri 8AM\u20147PM, Sat\u2014Sun 8AM\u20145PM",(615) 988-1620,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot,-86.7460458,36.1916417,"1214 gallatin ave, nashville, tn 37206, usa"
Tennessee,CareNow Urgent Care,2372 Lebanon Pike,Nashville,Clinic,"Mon\u2014Fri 8AM\u20147PM, Sat\u2014Sun 8AM\u20145PM",(615) 610-1756,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot,-86.6832591,36.1697133,"2372 lebanon pike, nashville, tn 37214, usa"
Tennessee,Former K-Mart parking lot,2491 Murfreesboro Pike,Nashville,Drive-thru,MWF 9- 3,615-862-7777,need phone screening,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-86.6467136,36.0785591,"2491 murfreesboro pike, nashville, tn 37217, usa"
Tennessee,CVS Health COVID-19 Testing Site,2500 Lebanon Pike,Nashville,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-86.6792738,36.1699853,"2500 lebanon pike, nashville, tn 37214, usa"
Tennessee,CVS Health COVID-19 Testing Site,2788 Murfreesboro Pike,Nashville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-86.6312302,36.0681317,"2788 murfreesboro pike, antioch, tn 37013, usa"
Tennessee,Urgent Team,3024 Gallatin Pike,Nashville,Clinic,Mon\u2014Fri 7AM\u20147PM; Sat 8AM\u20146PM; Sun 1PM\u20145PM,615-665-4400,,https://www.urgentteam.com/coronavirus-covid-19/,-86.7373599,36.2046621,"3024 gallatin pike, nashville, tn 37216, usa"
Tennessee,CareNow Urgent Care,3404 West End Ave Suite 101,Nashville,Clinic,"Mon\u2014Fri 8AM\u20147PM, Sat\u2014Sun 8AM\u20145PM",(615) 866-4238,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot,-86.820269,36.1390005,"3404 west end ave #101, nashville, tn 37203, usa"
Tennessee,Urgent Team,4726 Lebanon Pike,Nashville,Clinic,Mon\u2014Fri 8AM\u20145PM; Sat 9AM\u20145PM; Sun 1PM\u20145PM,615-475-8179,,https://www.urgentteam.com/coronavirus-covid-19/,-86.5916707,36.2152936,"4726 lebanon pike, hermitage, tn 37076, usa"
Tennessee,CareNow Urgent Care,5304 Cane Ridge Rd,Nashville,Clinic,"Mon\u2014Fri 8AM\u20147PM, Sat\u2014Sun 8AM\u20145PM",615-846-4545,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot,-86.661187,36.0437836,"5304 cane ridge rd, antioch, tn 37013, usa"
Tennessee,CVS Health COVID-19 Testing Site,5521 Charlotte Pike,Nashville,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-86.8569067,36.1499164,"5521 charlotte pike, nashville, tn 37209, usa"
Tennessee,American Family Care,5826 Nolensville Pike,Nashville,Clinic,Daily 8AM\u20146PM,615-410-9626,By appointment only,https://www.afcurgentcare.com/nashville-south/,-86.7118869,36.0421665,"5826 nolensville pike, nashville, tn 37211, usa"
Tennessee,Complete Health Partners,6746 Charlotte Pike,Nashville,Drive-thru,,629-203-7858,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-86.8877189,36.135689,"6746 charlotte pike, nashville, tn 37209, usa"
Tennessee,CVS Health COVID-19 Testing Site,735 Harding Place,Nashville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-86.7591569,36.0805806,"735 harding pl, nashville, tn 37211, usa"
Tennessee,Claiborne County Health Department,620 Davis St,New Tazewell,Drive-thru,9-noon,833-556-2476,,https://www.tn.gov/health/news/2020/4/15/covid-19-drive-through-testing-locations-open-this-weekend-statewide.html,-87.6808467,42.0462568,"620 davis st, evanston, il 60201, usa"
Tennessee,Fast Pace Health Urgent Care,7400 Hwy 64,Oakland,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat 8AM\u20146PM; Sun 1PM\u20145PM,901-424-0346,,https://www.fastpacehealth.com/locations/?StateId=Tennessee,-80.3063424,46.1914145,"7400 on-64, west nipissing, on p0m, canada"
Tennessee,AFC Urgent Care,9058 Old Lee Highway,Ooltewah,Drive-thru,,423-531-9110,schedule here www.afcurgentcareooltewahtn.com,https://www.afcurgentcareclevelandtn.com/,-85.0653534,35.0836673,"9058 old lee hwy, ooltewah, tn 37363, usa"
Tennessee,Henry County Health Department at Bethel University Paris Campus,302B Tyson Avenue,Paris,Drive-thru,9am to 3pm.,731-642-4025,,,-75.0907905,40.0579787,"302 tyson ave, philadelphia, pa 19111, usa"
Tennessee,Henry County Health Department,803 Joy St,Paris,Drive-thru,M-F 8:30-4,731-642-4025,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-88.314098,36.2955973,"803 joy st, paris, tn 38242, usa"
Tennessee,Grainger County Health Department,185 Justice Center Drive,Rutledge,Drive-thru,9-noon,833-556-2476,,,-83.5091444,36.2838765,"185 justice center dr, rutledge, tn 37861, usa"
Tennessee,Hardin County Health Department at First Baptist Church,145 Main St,Savannah,Drive-thru,9-noon,731-925-4476,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-72.7386664,42.1186662,"145 main st, westfield, ma 01085, usa"
Tennessee,Mcnairy County Health Department,725 East Poplar Avenue,Selmer,Drive-thru,M-F 1:30p-3:30p,731-645-3474,free,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-88.5736685,35.1615693,"725 e poplar ave, selmer, tn 38375, usa"
Tennessee,AFC Urgent Care,713 Winfield Dunn Pkwy Suite 9,Sevierville,Drive-thru,,865-429-9110,schedule here www.afcurgentcareseviervilletn.com,https://www.afcurgentcareclevelandtn.com/,-83.5712969,35.8805042,"713 winfield dunn pkwy #9, sevierville, tn 37876, usa"
Tennessee,Fast Pace Health Urgent Care,1401 N Main St,Shelbyville,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat 8AM\u20146PM; Sun 1PM\u20145PM,931-488-8895,,https://www.fastpacehealth.com/locations/?StateId=Tennessee,-78.7733526,35.5932843,"1401 n main st, fuquay-varina, nc 27526, usa"
Tennessee,Shelbyville Central High School,401 Eagle Blvd,Shelbyville,Drive-thru,9 a.m. to noon,833-556-2476,,https://www.tn.gov/health/news/2020/4/15/covid-19-drive-through-testing-locations-open-this-weekend-statewide.html,-86.415567,35.4915283,"401 eagle blvd, shelbyville, tn 37160, usa"
Tennessee,CVS Health COVID-19 Testing Site,14299 Old Nashville Hwy,Smyrna,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-86.548785,35.9854601,"14299 old nashville hwy, smyrna, tn 37167, usa"
Tennessee,Oakland First Baptist Church,8695 US Highway 64,Somerville,Drive-thru,noon to 3 p.m.,833-556-2476,,,-89.4883196,35.2315417,"8695 us-64, somerville, tn 38068, usa"
Tennessee,Physicians Care,625 E 12th St,South Pittsburg,Clinic,Mon\u2014Fri 8AM\u20145PM; Sat 8AM\u2014noon,423-648-4460,,https://www.urgentteam.com/coronavirus-covid-19/,-95.391086,29.792895,"625 e 12th st, houston, tx 77008, usa"
Tennessee,Burritt College,445 College St,Spencer,Drive-thru,3 p.m. to 6 p.m.,833-556-2476,,,-83.6869874,33.3080441,"445 college st, monticello, ga 31064, usa"
Tennessee,Fast Pace Health Urgent Care,1609 Jones St,Springfield,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat 8AM\u20146PM; Sun 1PM\u20145PM,615-433-8201,,https://www.fastpacehealth.com/locations/?StateId=Tennessee,-97.4082479,30.5829023,"1609 jones st, taylor, tx 76574, usa"
Tennessee,Urgent Team,2662 Memorial Blvd,Springfield,Clinic,Mon\u2014Fri 8AM\u20145PM; Sat 9AM\u20145PM; Sun 1PM\u20145PM,615-380-8411,,https://www.urgentteam.com/coronavirus-covid-19/,-86.8642794,36.4874638,"2662 memorial blvd, springfield, tn 37172, usa"
Tennessee,Robertson County Fairgrounds,4635 US Highway 41,Springfield,Drive-thru,11 a.m. to 3 p.m.,833-556-2476,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-87.1350922,45.7443805,"4635 us hwy 2 41, escanaba, mi 49829, usa"
Tennessee,CVS Health COVID-19 Testing Site,903 Memorial Boulevard,Springfield,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-86.882004,36.5047189,"903 memorial blvd, springfield, tn 37172, usa"
Tennessee,Family Medical Clinic,209 Irish Cemetery Road,Tazewell,Drive-thru,5-Feb,423-869-3684,existing patients only; symptomatic,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-83.5722539,36.4517867,"209 irish cemetery rd, tazewell, tn 37879, usa"
Tennessee,Urgent Team,1802 N Jackson St Suite 850,Tullahoma,Clinic,Mon\u2014Fri 8AM\u20146PM; Sat 9AM\u20143PM; Sun 1PM\u20145PM,931-563-5501,,https://www.urgentteam.com/coronavirus-covid-19/,-87.9046261,43.0528986,"1802 n jackson st #850, milwaukee, wi 53202, usa"
Tennessee,Fast Pace Health Urgent Care,9002 Sparta Pike,Watertown,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat 8AM\u20146PM; Sun 1PM\u20145PM,615-697-6836,,https://www.fastpacehealth.com/locations/?StateId=Tennessee,-86.1329227,36.0981927,"9002 sparta pike, watertown, tn 37184, usa"
Tennessee,HOPE Family Health Services,10427 Highway 52 West,Westmoreland,Drive-thru,,615-644-9378,Call Ahead,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html,-86.1915605,36.53494,"10427 hwy 52 w, westmoreland, tn 37186, usa"
Texas,Abilene Diagnostic Clinic,1665 Antilley Road,Abilene,Drive-thru,M-F 8-7; Sa 8-5; Su 10-5,325-437-8602,call ahead,,-99.743997,32.3720642,"1665 antilley rd, abilene, tx 79606, usa"
Texas,Dr. J Express Care,3802 Catclaw Dr,Abilene,Drive-thru,,325-690-1500,,https://nextcare.com/curbside/,-99.7749705,32.4055484,"3802 catclaw dr, abilene, tx 79606, usa"
Texas,Twin Fountains Medical Center,3308 E Main St,Alice,Drive-thru,,361-998-9970,,https://nextcare.com/curbside/,-98.0381011,27.7685832,"3308 e main st, alice, tx 78332, usa"
Texas,Legacy ER,1310 W Exchange Pkwy,Allen,Clinic,,972-678-4545,,https://legacyer.com/,-96.7000306,33.1161227,"1310 w exchange pkwy, allen, tx 75013, usa"
Texas,Heal 360 Primary Care,940 W Stacy Road Suite Suite 110,Allen,Clinic,,214-453-0568,,https://www.heal360.com/contents/covid-19-tests,-96.6746295,33.1304325,"940 w stacy rd #110, allen, tx 75013, usa"
Texas,Affinity Urgent Care,3128 Hwy 35 South,Alvin,Clinic,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",281-886-8964,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/,-89.8702401,31.2178553,"3128 hwy 35 s, foxworth, ms 39483, usa"
Texas,Texas Tech University Health Sciences Center,3401 SE 10th Ave,Amarillo,Drive-thru,"9 a.m. to 3 p.m., M - F",806-378-6300,,https://www.amarillo.gov/Home/Components/News/News/902/16,-101.7978134,35.20028,"3401 se 10th ave, amarillo, tx 79104, usa"
Texas,Walmart,3700 E Interstate 40,Amarillo,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-101.7933316,35.1899028,"3700 e i-40, amarillo, tx 79103, usa"
Texas,Walmart,4610 S Coulter St,Amarillo,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-101.9234837,35.1596727,"4610 s coulter st, amarillo, tx 79119, usa"
Texas,Walmart,5730 W Amarillo Blvd,Amarillo,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-101.9069959,35.2121961,"5730 w amarillo blvd, amarillo, tx 79106, usa"
Texas,CVS Health COVID-19 Testing Site,3340 South Western Street,Amarillo,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-101.8847612,35.1768545,"3340 s western st, amarillo, tx 79109, usa"
Texas,CVS Health COVID-19 Testing Site,317 East Amarillo Boulevard,Amarillo,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-101.8310265,35.2223345,"317 e amarillo blvd, amarillo, tx 79107, usa"
Texas,Wise Health,7214 Crawford Rd,Argyle,Clinic,,(940) 293-2888,,https://www.wisehealthemergencycenter.com/covid-19-tests/,-97.2057288,33.1313384,"7214 crawford rd, argyle, tx 76226, usa"
Texas,Quest Care Medical Clinic,3051 S Center Street,Arlington,Clinic,,(817) 468-1818,,http://questcaremedicalclinic.com/,-97.1079691,32.6947817,"3051 s center st, arlington, tx 76014, usa"
Texas,MedExpress,3700 S Cooper St,Arlington,Drive-thru,,817-419-1046,,https://www.medexpress.com/covid19/medexpress-covid19-testing-centers.html,-97.1323622,32.6857977,"3700 s cooper st, arlington, tx 76015, usa"
Texas,Urgentology Care,4130 N Collins St,Arlington,Clinic,,817.799.7273,,https://www.urgentologycare.com/services/covid-19-testing-and-screening/,-97.0992251,32.802289,"4130 n collins st, arlington, tx 76011, usa"
Texas,Community Med Family Urgent Care,6320 US 287 Frontage Rd Suite 112,Arlington,Clinic,,817-778-9883,,https://communitymedcare.com/news/,-97.1862663,32.6439495,"6320 u.s. 287 frontage rd #112, arlington, tx 76001, usa"
Texas,CVS Health COVID-19 Testing Site,815 East Abrams,Arlington,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.098132,32.736022,"815 e abram st, arlington, tx 76010, usa"
Texas,Clinicas Mi Doctor,941 E Park Row Dr,Arlington,Drive-thru,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",1-888-776-5252,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/,-97.096114,32.7213907,"941 e park row dr, arlington, tx 76010, usa"
Texas,The Emergency Center,3321 S Cooper St,Arlington,Clinic,,817-835-9746,,https://www.theemergencycenter.com/arlington-er/,-97.1283243,32.691032,"3321 s cooper st, arlington, tx 76015, usa"
Texas,Integrity Urgent Care, 1115 East Tyler Street,Athens,Clinic,,903-292-5015,,https://www.integrityuc.com/covid19,-95.8353013,32.2063902,"1115 e tyler st, athens, tx 75751, usa"
Texas,CVS Health COVID-19 Testing Site,11300 North Lamar Boulevard,Austin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.6866784,30.3826899,"11300 n lamar blvd, austin, tx 78753, usa"
Texas,CVS Health COVID-19 Testing Site,11725 North FM 620,Austin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.8227968,30.4572354,"11725 n fm 620, austin, tx 78750, usa"
Texas,Texas MedClinic Urgent Care,12319 N MoPac Expy,Austin,Clinic,,(512) 835-5577,,https://www.texasmedclinic.com/coronavirus-covid-19/,-97.7041651,30.415854,"12319 n mopac expy, austin, tx 78758, usa"
Texas,CVS Health COVID-19 Testing Site,2610 Lake Austin Boulevard,Austin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.7750769,30.2815344,"2610 lake austin blvd, austin, tx 78703, usa"
Texas,Toney Berger Activity Center,3200 Jones Rd,Austin,Drive-thru,8 a.m. to 8 p.m.,,Appt only,https://myremedy.com/remedy-opens-drive-through-testing-open-air-clinic-in-south-austin/,-97.8086418,30.230636,"3200 jones rd, austin, tx 78745, usa"
Texas,CVS Health COVID-19 Testing Site,3500 West Slaughter Lane,Austin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.8499844,30.1843006,"3500 w slaughter ln, austin, tx 78749, usa"
Texas,Austin Emergency Center South Lamar,4014 South Lamar Blvd,Austin,Drive-thru,,512-774-5780,,https://austiner.com/,-97.7927835,30.2363498,"4014 s lamar blvd, austin, tx 78704, usa"
Texas,Baylor Scott & White,5251 W US Hwy 290,Austin,Drive-thru,,,Appt only,https://www.bswhealth.com/Pages/coronavirus-information.aspx,-97.8355459,30.2355777,"5251 w us-290, austin, tx 78735, usa"
Texas,CVS Health COVID-19 Testing Site,5526 South Congress Avenue,Austin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.7753915,30.2057814,"5526 s congress ave, austin, tx 78745, usa"
Texas,Home Depot,7211 N IH35 Frontage Road,Austin,Drive-thru,,,,,-97.7018256,30.3325876,"7211 n interstate 35 frontage rd, austin, tx 78752, usa"
Texas,Texas MedClinic Urgent Care,9900 South IH 35,Austin,Clinic,,(512) 291-5577,,https://www.texasmedclinic.com/coronavirus-covid-19/,-97.7929128,30.1562152,"9900 s ih 35 frontage rd, austin, tx 78748, usa"
Texas,Austin / Travis County Public Health,15 Waller St,Austin,Drive-thru,,,High Priority Cases,,-97.7338621,30.2531196,"15 waller st, austin, tx 78702, usa"
Texas,Physicians Premier,5525 Burnet Road Suite A,Austin,Clinic,,(512) 371-0911 ,,https://mdpremier.com/covid-care/,-97.7395908,30.3312791,"5525 burnet rd suite a, austin, tx 78756, usa"
Texas,CVS Health COVID-19 Testing Site,2101 S Lamar Boulevard Unit B,Austin,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-97.7704491,30.2474583,"2101 s lamar blvd unit b, austin, tx 78704, usa"
Texas,Fast Aid Urgent Care,1670 Highway 71 East Ste D,Bastrop,Clinic,,(512) 309-7221,,https://www.fastaiduc.com/,-97.3083095,30.1060282,"1670 tx-71 ste d, bastrop, tx 78602, usa"
Texas,Physicians Premier,512 W SH 71,Bastrop,Clinic,,512-321-0911 ,,https://mdpremier.com/covid-care/,-97.3382798,30.1075202,"512 tx-71, bastrop, tx 78602, usa"
Texas,CVS Health COVID-19 Testing Site,3923 Garth Road,Baytown,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-94.9780751,29.7661031,"3923 garth rd, baytown, tx 77521, usa"
Texas,CVS Health COVID-19 Testing Site,2950 North Dowlen Road,Beaumont,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-94.167614,30.1052349,"2950 dowlen rd, beaumont, tx 77706, usa"
Texas,MedExpress,3565 College St,Beaumont,Drive-thru,,409-813-8189,,https://www.medexpress.com/covid19/medexpress-covid19-testing-centers.html,-94.1278289,30.0678797,"3565 college st, beaumont, tx 77701, usa"
Texas,MD Kids Pediatrics,490 IH10 north I10 Frontage Rd Suite 100,Beaumont,Drive-thru,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",1-888-776-5252,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/,-94.1356365,30.0733124,"490 i-10 north, i-10 frontage rd #100, beaumont, tx 77707, usa"
Texas,CVS Health COVID-19 Testing Site,6850 Eastex Freeway,Beaumont,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-94.1654941,30.1329095,"6850 eastex fwy, beaumont, tx 77708, usa"
Texas,Twin Fountains Medical Center,1402 E Houston St,Beeville,Drive-thru,,361-362-9711,,https://nextcare.com/curbside/,-97.7332893,28.4070427,"1402 e houston st, beeville, tx 78102, usa"
Texas,CVS Health COVID-19 Testing Site,5430 Bissonnet Street,Bellaire,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-95.4757331,29.7043121,"5430 bissonnet st, bellaire, tx 77401, usa"
Texas,CVS Health COVID-19 Testing Site,7395 Padre Island Highway,Brownsville,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-97.4285608,25.9439595,"7395 padre island hwy, brownsville, tx 78520, usa"
Texas,City of Brownsville Drive-Thru Testing,Unlisted,Brownsville ,Drive-thru,,,Location given after assessment ,https://btxcares.com/covid-19-pre-screen-questionnaire/,-104.9600136,39.5673244,"8242 s university blvd suite 150, centennial, co 80122, usa"
Texas,Integrity Urgent Care, 3201 University Drive E STE 135,Bryan,Clinic,,979-703-1832,,https://www.integrityuc.com/covid19,-96.2976061,30.6502841,"3201 university dr e #135, bryan, tx 77802, usa"
Texas,Physicians Premier,2411 Boonville Road,Bryan,Clinic,,(979) 775-0911 ,,https://mdpremier.com/covid-care/,-96.3322864,30.6725387,"2411 boonville rd, bryan, tx 77802, usa"
Texas,AllMedPhysicians,1760 FM 967,Buda,Drive-thru,,,www.AllMedPhysicians.com Sign in to Patient Portal to request an appointment for test,,-97.8528178,30.101788,"1760 fm 967, buda, tx 78610, usa"
Texas,CVS Health COVID-19 Testing Site,220 S FM 1626,Buda,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-97.8757051,30.096699,"220 farm to market 1626, buda, tx 78610, usa"
Texas,Quest Care Medical Clinic,550 NW Summercrest blvd,Burleson,Clinic,,,,http://questcaremedicalclinic.com/,-97.343367,32.5413745,"550 nw summercrest blvd, burleson, tx 76028, usa"
Texas,Walmart,1025 W Trinity Mills Rd,Carrollton,Drive-thru,"Mon, Wed, Fri 9am to 4pm",,,https://corporate.walmart.com/covid19testing,-96.9120626,32.9810192,"1025 w trinity mills rd, carrollton, tx 75006, usa"
Texas,CVS Health COVID-19 Testing Site,4100 State Highway 121,Carrollton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-96.9328544,33.0223868,"4100 tx-121, carrollton, tx 75006, usa"
Texas,CVS Health COVID-19 Testing Site,801 West Panola Street,Carthage,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-94.3515756,32.1570857,"801 w panola st, carthage, tx 75633, usa"
Texas,CVS Health COVID-19 Testing Site,6915 West Avenue,Castle Hills,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-98.5234856,29.5328278,"6915 west ave, castle hills, tx 78213, usa"
Texas,MD Kids Pediatrics,294 Uptown Blvd Suite 120,Cedar Hill,Drive-thru,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",1-888-776-5252,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/,-96.9482893,32.5932785,"294 uptown blvd #120, cedar hill, tx 75104, usa"
Texas,PrimaCare,642 Uptown Blvd,Cedar Hill,Drive-thru,,972-637-5100,,https://nextcare.com/curbside/,-96.9446074,32.5991616,"642 uptown blvd, cedar hill, tx 75104, usa"
Texas,Next Care Urgent Care,351 Cypress Creek Road Suite 103,Cedar Park,Clinic,,512-250-8199,,https://nextcare.com/curbside/,-97.8202216,30.498778,"351 cypress creek road #103, cedar park, tx 78613, usa"
Texas,Walmart,765 Hurst St,Center,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-94.1929803,31.8009657,"765 hurst st, center, tx 75935, usa"
Texas,Physicians Premier,580 Cibolo Valley Drive,Cibolo,Clinic,,210-251-3545 ,,https://mdpremier.com/covid-care/,-98.2350328,29.5726456,"580 cibolo valley dr, cibolo, tx 78108, usa"
Texas,Integrity Urgent Care, 808 North Nolan River Road,Cleburne,Clinic,,817-526-5509\u200B,,https://www.integrityuc.com/covid19,-97.4262634,32.3430908,"808 n nolan river rd, cleburne, tx 76033, usa"
Texas,Lone Star Family Health Center,13905 Grangerland Road,Conroe,Clinic,,936.539.4004,,https://www.lonestarfamily.org/covid-19/,-95.3197966,30.2494176,"13905 grangerland rd, conroe, tx 77306, usa"
Texas,Walmart,18700 Highway 105 W,Conroe,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-95.6505603,30.3842222,"18700 tx-105, montgomery, tx 77356, usa"
Texas,Lone Star Family Health Center,605 S Conroe Medical Drive,Conroe,Clinic,,936.539.4004,,https://www.lonestarfamily.org/covid-19/,-95.4713917,30.285503,"605 conroe medical dr, conroe, tx 77304, usa"
Texas,CVS Health COVID-19 Testing Site,9884 Highway 242,Conroe,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-95.428474,30.2078438,"9884 tx-242, conroe, tx 77385, usa"
Texas,CVS Health COVID-19 Testing Site,8027 Kitty Hawk,Converse,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-98.3315024,29.535656,"8027 kitty hawk, converse, tx 78109, usa"
Texas,Legacy ER,330 S Denton Tap Rd,Coppell,Clinic,,469-312-7777,,https://legacyer.com/,-96.9929863,32.9621379,"330 s denton tap rd, coppell, tx 75019, usa"
Texas,Quest Care Medical Clinic,743 Plaza Boulevard,Coppell,Clinic,,(972) 906-9130,,http://questcaremedicalclinic.com/,-96.9903377,32.988039,"743 plaza blvd, coppell, tx 75019, usa"
Texas,Integrity Urgent Care, 3010 East Hwy 190 Ste 254,Copperas Cove,Clinic,,254-577-5642,,https://www.integrityuc.com/covid19,-97.862552,31.1192871,"3010 u.s. hwy 190 #254, copperas cove, tx 76522, usa"
Texas,CVS Health COVID-19 Testing Site,1101 FM 2181,Corinth,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-97.0951471,33.1327704,"1101 fm2181, corinth, tx 76210, usa"
Texas,Christus Spohn Memorial,2606 Hospital Blvd,Corpus Christi,Drive-thru,,361-826-7200,appt - call for screening,https://www.christushealth.org/spohn/about/news/covid-19,-97.4161098,27.7800347,"2606 hospital blvd, corpus christi, tx 78405, usa"
Texas,CVS Health COVID-19 Testing Site,3205 South Alameda St,Corpus Christi,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-97.3903416,27.7560662,"3205 s alameda st, corpus christi, tx 78404, usa"
Texas,Corpus Christi Urgent Care,14317 Northwest Blvd,Corpus Christi,Clinic,,361.524.4276,,https://www.tlcmedicalcenter.com/,-97.647182,27.8554783,"14317 northwest blvd, corpus christi, tx 78410, usa"
Texas,Physicians Premier,5521 Saratoga Blvd Suite 100,Corpus Christi,Clinic,,(361) 980-0911 ,,https://mdpremier.com/covid-care/,-97.3854378,27.6844515,"5521 saratoga blvd #100, corpus christi, tx 78413, usa"
